listing_id,farmer_id,crop,variety,quantity_tonnes,price_per_quintal,description,harvest_date,listed_at,cluster,district,taluka,village
L4527,F2900,Bajra,ICTP-8203,8.47,2363.87,"Freshly harvested Bajra, good grade, cleaned and ready for pickup.",2024-11-01,2026-06-11,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Paithan,Pirachi)
L4528,F2901,Soybean,JS 335,2.96,5162.7,"Healthy Soybean yield this season, sorted and free of visible damage.",2025-10-20,2026-07-16,Marathwada,Dharashiv (Osmanabad),Washi,Para
L4529,F2901,Jowar,Maldandi,5.48,3346.95,"Healthy Jowar yield this season, sorted and free of visible damage.",2025-11-09,2026-07-16,Marathwada,Dharashiv (Osmanabad),Washi,Para
L4530,F2902,Jowar,Maldandi,10.8,5515.79,"Healthy Jowar yield this season, sorted and free of visible damage.",2025-11-06,2026-06-03,Marathwada,Dharashiv (Osmanabad),Tuljapur,Andur
L4531,F2903,Soybean,MACS 1281,16.33,5350.95,"Freshly harvested Soybean, good grade, cleaned and ready for pickup.",2024-12-27,2026-03-12,Marathwada,Latur,Chakur,Ambulga
L4532,F2903,Soybean,JS 9560,18.91,4940.45,"Well-graded Soybean, stored in dry conditions, ready for immediate sale.",2024-11-19,2026-07-30,Marathwada,Latur,Chakur,Ambulga
L4533,F2904,Rice,IR-64,5.29,4777.95,"Rice harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-12-07,2026-06-04,Konkan,Raigad,Karjat,Khandape
L4534,F2904,Rice,Kolam,21.09,4020.25,"Healthy Rice yield this season, sorted and free of visible damage.",2025-10-01,2026-07-18,Konkan,Raigad,Karjat,Khandape
L4535,F2905,Cotton,DCH-32,9.62,9396.55,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-10-20,2026-06-24,Marathwada,Beed,Ambajogai,Jogaiwadi
L4536,F2906,Sugarcane,Co 94012,62.52,529.14,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2025-03-12,2026-02-24,Marathwada,Nanded,Kinwat,Islapur
L4537,F2907,Ragi,Dapoli-1,0.65,3877.34,"Freshly harvested Ragi, good grade, cleaned and ready for pickup.",2025-10-06,2026-06-14,Konkan,Palghar,Mokhada,Poshera
L4538,F2907,Vari,Local Bhagar landrace,17.46,4836.52,"Healthy Vari yield this season, sorted and free of visible damage.",2025-11-23,2026-06-22,Konkan,Palghar,Mokhada,Poshera
L4539,F2908,Rice,IR-64,7.28,4622.21,"Healthy Rice yield this season, sorted and free of visible damage.",2024-12-05,2026-01-08,Konkan,Raigad,Sudhagad-Pali,Koshimbale
L4540,F2908,Rice,Indrayani,22.82,4722.39,"Rice harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-11-09,2026-03-09,Konkan,Raigad,Sudhagad-Pali,Koshimbale
L4541,F2909,Tur,BSMR-736,11.37,6662.15,"Quality Tur lot from this season, well-dried and properly sorted.",2025-10-29,2026-06-18,Marathwada,Latur,Chakur,Ambulga
L4542,F2909,Soybean,JS 335,9.18,4928.75,"Soybean harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-12-27,2026-05-22,Marathwada,Latur,Chakur,Ambulga
L4543,F2909,Tur,Vipula,18.04,7780.63,"Tur harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-11-14,2026-08-04,Marathwada,Latur,Chakur,Ambulga
L4544,F2910,Tur,ICPL-87,17.1,6032.17,"Freshly harvested Tur, good grade, cleaned and ready for pickup.",2024-10-09,2026-07-14,Marathwada,Latur,Latur,Bhosa
L4545,F2911,Soybean,JS 335,4.21,6320.81,"Freshly harvested Soybean, good grade, cleaned and ready for pickup.",2024-11-14,2026-07-01,Marathwada,Dharashiv (Osmanabad),Washi,Terkheda
L4546,F2911,Tur,BSMR-736,9.24,6216.86,"Quality Tur lot from this season, well-dried and properly sorted.",2025-10-30,2026-06-02,Marathwada,Dharashiv (Osmanabad),Washi,Terkheda
L4547,F2912,Soybean,MAUS 71,9.65,6548.82,"Freshly harvested Soybean, good grade, cleaned and ready for pickup.",2025-11-02,2026-07-13,Marathwada,Dharashiv (Osmanabad),Lohara,Sastur
L4548,F2912,Cotton,RCH-2 Bt,11.7,9259.57,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-11-07,2026-06-17,Marathwada,Dharashiv (Osmanabad),Lohara,Sastur
L4549,F2912,Cotton,RCH-2 Bt,1.11,9239.6,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-11-15,2026-05-28,Marathwada,Dharashiv (Osmanabad),Lohara,Sastur
L4550,F2913,Ragi,Dapoli-1,5.24,4031.43,"Freshly harvested Ragi, good grade, cleaned and ready for pickup.",2025-10-18,2026-06-17,Konkan,Raigad,Poladpur,Agryachakond
L4551,F2914,Cotton,Suraj Bt,17.59,8957.05,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-10-21,2026-07-10,Marathwada,Jalna,Jalna,Sevali
L4552,F2915,Rice,Karjat-3,11.32,4068.08,"Freshly harvested Rice, good grade, cleaned and ready for pickup.",2024-11-11,2026-06-21,Konkan,Thane,Murbad,Dhasai
L4553,F2916,Rice,Ambemohar,22.3,4002.09,"Quality Rice lot from this season, well-dried and properly sorted.",2024-11-01,2026-08-08,Konkan,Thane,Thane,Adavli
L4554,F2916,Rice,Kolam,2.1,4784.63,"Healthy Rice yield this season, sorted and free of visible damage.",2025-11-02,2026-06-14,Konkan,Thane,Thane,Adavli
L4555,F2916,Tur,BSMR-736,16.47,7813.15,"Quality Tur lot from this season, well-dried and properly sorted.",2024-12-11,2026-05-05,Konkan,Thane,Thane,Adavli
L4556,F2916,Rice,Karjat-3,24.05,4002.67,"Well-graded Rice, stored in dry conditions, ready for immediate sale.",2024-12-01,2026-05-23,Konkan,Thane,Thane,Adavli
L4557,F2917,Tur,Vipula,17.02,7292.93,"Freshly harvested Tur, good grade, cleaned and ready for pickup.",2025-12-07,2026-05-30,Marathwada,Hingoli,Kalamnuri,Shewala
L4558,F2917,Tur,Vipula,5.27,6060.49,"Tur harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-12-21,2026-06-20,Marathwada,Hingoli,Kalamnuri,Shewala
L4559,F2917,Soybean,JS 335,6.46,5746.37,"Healthy Soybean yield this season, sorted and free of visible damage.",2024-10-17,2026-04-08,Marathwada,Hingoli,Kalamnuri,Shewala
L4560,F2918,Soybean,JS 335,10.79,6667.92,"Soybean harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-10-08,2026-06-18,Marathwada,Dharashiv (Osmanabad),Kalamb,Khamaswadi
L4561,F2919,Cotton,Ajeet-155 Bt,17.24,9092.95,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-12-14,2026-06-22,Marathwada,Dharashiv (Osmanabad),Tuljapur,Andur
L4562,F2920,Sugarcane,Co 740,30.92,337.58,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2025-01-28,2026-05-27,Marathwada,Nanded,Hadgaon,Manatha
L4563,F2921,Ragi,Dapoli-1,1.32,3737.15,"Ragi harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-11-02,2026-04-18,Konkan,Palghar,Talasari,Upalat
L4564,F2922,Rice,Kolam,12.29,4674.48,"Freshly harvested Rice, good grade, cleaned and ready for pickup.",2024-12-28,2026-07-03,Konkan,Raigad,Karjat,Khadyachapada
L4565,F2923,Cotton,Suraj Bt,3.37,9427.59,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-10-04,2026-06-23,Marathwada,Beed,Wadwani,Chikhal Bid
L4566,F2924,Mango (Alphonso),Pairi,3.76,18085.34,"Ripe-to-eat Alphonso, export grade, naturally ripened, no chemical treatment.",2026-05-29,2026-06-17,Konkan,Ratnagiri,Chiplun,Bivali
L4567,F2925,Rice,Kolam,17.18,4327.5,"Rice harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-12-01,2026-06-21,Konkan,Ratnagiri,Lanja,Gangar Kargaon
L4568,F2926,Tur,BDN-711,9.41,6503.98,"Tur harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-10-08,2026-05-23,Marathwada,Beed,Beed,Bahirwadi
L4569,F2926,Bajra,Phule Adishakti,6.0,2510.76,"Freshly harvested Bajra, good grade, cleaned and ready for pickup.",2024-12-09,2026-06-16,Marathwada,Beed,Beed,Bahirwadi
L4570,F2926,Tur,Vipula,9.29,7366.69,"Quality Tur lot from this season, well-dried and properly sorted.",2024-11-15,2026-05-08,Marathwada,Beed,Beed,Bahirwadi
L4571,F2927,Ragi,Dapoli-2,6.88,3702.76,"Ragi harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-10-01,2026-08-12,Konkan,Thane,Shahapur,Shirol
L4572,F2928,Bajra,ICTP-8203,12.04,3824.8,"Freshly harvested Bajra, good grade, cleaned and ready for pickup.",2024-11-21,2026-08-13,Marathwada,Jalna,Ambad,Shahagad
L4573,F2929,Sugarcane,Phule 265,146.53,412.04,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2026-01-16,2026-06-25,Marathwada,Nanded,Kandhar,Pethwadaj
L4574,F2929,Sugarcane,Co 94012,141.27,365.11,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2025-01-18,2026-05-04,Marathwada,Nanded,Kandhar,Pethwadaj
L4575,F2930,Wheat,Sharbati,5.97,2847.53,"Wheat harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-03-04,2026-05-19,Marathwada,Nanded,Hadgaon,Manatha
L4576,F2930,Cotton,RCH-2 Bt,10.26,9363.69,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-12-18,2026-06-15,Marathwada,Nanded,Hadgaon,Manatha
L4577,F2930,Wheat,Sharbati,1.22,3156.32,"Healthy Wheat yield this season, sorted and free of visible damage.",2026-03-03,2026-05-19,Marathwada,Nanded,Hadgaon,Manatha
L4578,F2931,Tur,BDN-711,10.92,7235.79,"Quality Tur lot from this season, well-dried and properly sorted.",2025-10-25,2026-05-19,Marathwada,Beed,Patoda,Chumbli
L4579,F2931,Tur,Phule Rajeshwari,16.31,7924.37,"Freshly harvested Tur, good grade, cleaned and ready for pickup.",2024-11-07,2026-07-25,Marathwada,Beed,Patoda,Chumbli
L4580,F2932,Cotton,Bt Cotton (Bollgard II hybrid),2.6,9043.28,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-11-08,2026-05-27,Marathwada,Nanded,Himayatnagar,Kamari
L4581,F2933,Cotton,DCH-32,6.17,8887.33,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-11-29,2026-06-13,Marathwada,Dharashiv (Osmanabad),Kalamb,Khamaswadi
L4582,F2934,Ragi,Phule Nachani,7.68,4143.32,"Well-graded Ragi, stored in dry conditions, ready for immediate sale.",2024-12-13,2026-05-17,Konkan,Raigad,Murud,Adad
L4583,F2935,Sugarcane,Co 740,126.09,416.81,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2026-02-25,2026-07-11,Marathwada,Jalna,Jafrabad,Akola
L4584,F2935,Sugarcane,Phule 265,46.46,415.48,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2025-03-19,2026-07-11,Marathwada,Jalna,Jafrabad,Akola
L4585,F2935,Cotton,DCH-32,1.4,8864.17,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-12-09,2026-06-27,Marathwada,Jalna,Jafrabad,Akola
L4586,F2936,Rice,Indrayani,17.94,4344.75,"Healthy Rice yield this season, sorted and free of visible damage.",2025-11-24,2026-07-17,Konkan,Sindhudurg,Sawantwadi,Kariwade
L4587,F2936,Coconut,Dwarf Green,8.94,3095.09,"Healthy Coconut yield this season, sorted and free of visible damage.",2025-02-23,2026-06-16,Konkan,Sindhudurg,Sawantwadi,Kariwade
L4588,F2937,Rice,IR-64,20.25,4651.63,"Healthy Rice yield this season, sorted and free of visible damage.",2025-12-13,2026-07-17,Konkan,Raigad,Pen,Pen Rural
L4589,F2937,Vari,Local Bhagar landrace,8.36,4259.45,"Well-graded Vari, stored in dry conditions, ready for immediate sale.",2024-10-30,2026-05-10,Konkan,Raigad,Pen,Pen Rural
L4590,F2938,Rice,Indrayani,1.77,4414.65,"Healthy Rice yield this season, sorted and free of visible damage.",2025-11-26,2026-06-28,Konkan,Sindhudurg,Dodamarg,Kumbral
L4591,F2938,Rice,IR-64,11.78,5051.95,"Rice harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-11-19,2026-08-17,Konkan,Sindhudurg,Dodamarg,Kumbral
L4592,F2939,Cotton,Ajeet-155 Bt,16.96,8499.5,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-12-11,2026-07-12,Marathwada,Jalna,Partur,Watur
L4593,F2939,Bajra,ICTP-8203,5.91,4206.1,"Well-graded Bajra, stored in dry conditions, ready for immediate sale.",2024-12-19,2026-06-16,Marathwada,Jalna,Partur,Watur
L4594,F2939,Cotton,Bt Cotton (Bollgard II hybrid),13.13,8650.64,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-12-26,2026-08-08,Marathwada,Jalna,Partur,Watur
L4595,F2939,Cotton,DCH-32,4.67,9155.91,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-12-30,2026-07-22,Marathwada,Jalna,Partur,Watur
L4596,F2940,Cotton,RCH-2 Bt,9.66,8799.59,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-12-07,2026-06-18,Marathwada,Jalna,Ghansawangi,Ranjani
L4597,F2941,Cashew,Vengurla-8,8.27,18046.45,"Raw Cashew nuts, good kernel count, sun-dried, low moisture.",2026-03-05,2026-04-09,Konkan,Ratnagiri,Chiplun,Karambavane
L4598,F2941,Mango (Alphonso),Pairi,7.57,7047.6,"Ripe-to-eat Alphonso, export grade, naturally ripened, no chemical treatment.",2025-05-07,2026-05-17,Konkan,Ratnagiri,Chiplun,Karambavane
L4599,F2941,Mango (Alphonso),Alphonso (Hapus),7.91,14761.42,"Ripe-to-eat Alphonso, export grade, naturally ripened, no chemical treatment.",2025-02-20,2026-06-08,Konkan,Ratnagiri,Chiplun,Karambavane
L4600,F2942,Sugarcane,Co 86032,21.87,426.84,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2025-01-22,2026-03-31,Marathwada,Beed,Georai,Chaklamba
L4601,F2943,Mango (Alphonso),Kesar,5.97,18005.15,"Ripe-to-eat Alphonso, export grade, naturally ripened, no chemical treatment.",2025-02-23,2026-03-12,Konkan,Ratnagiri,Khed,Tulashi Kh.
L4602,F2944,Cotton,DCH-32,3.92,9408.72,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-11-03,2026-05-26,Marathwada,Beed,Ambajogai,Bardapur
L4603,F2945,Chickoo,Kalipatti,8.99,2749.67,"Quality Chickoo lot from this season, well-dried and properly sorted.",2026-06-26,2026-06-26,Konkan,Palghar,Talasari,Upalat
L4604,F2946,Gram,Phule Vikram,8.75,6236.01,"Well-graded Gram, stored in dry conditions, ready for immediate sale.",2026-03-08,2026-06-02,Marathwada,Latur,Latur,Wadi Wagholi
L4605,F2947,Cotton,Ajeet-155 Bt,14.34,9428.02,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-12-25,2026-05-14,Marathwada,Nanded,Ardhapur,Lahan
L4606,F2947,Cotton,Bt Cotton (Bollgard II hybrid),18.29,9307.41,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-10-25,2026-06-05,Marathwada,Nanded,Ardhapur,Lahan
L4607,F2947,Jowar,Phule Vasudha,13.3,4724.33,"Well-graded Jowar, stored in dry conditions, ready for immediate sale.",2025-12-28,2026-07-16,Marathwada,Nanded,Ardhapur,Lahan
L4608,F2948,Cotton,RCH-2 Bt,14.58,8302.43,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-11-30,2026-07-11,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Kannad,Deogaon
L4609,F2948,Cotton,RCH-2 Bt,14.31,8608.62,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-11-14,2026-07-01,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Kannad,Deogaon
L4610,F2949,Tur,Vipula,18.11,6940.72,"Well-graded Tur, stored in dry conditions, ready for immediate sale.",2025-12-03,2026-08-06,Marathwada,Latur,Udgir,Arasnal
L4611,F2949,Soybean,MAUS 71,3.81,6585.75,"Freshly harvested Soybean, good grade, cleaned and ready for pickup.",2024-11-26,2026-06-08,Marathwada,Latur,Udgir,Arasnal
L4612,F2949,Tur,Vipula,17.75,7324.0,"Well-graded Tur, stored in dry conditions, ready for immediate sale.",2025-10-14,2026-06-15,Marathwada,Latur,Udgir,Arasnal
L4613,F2949,Tur,BSMR-736,5.05,8202.22,"Tur harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-11-22,2026-06-13,Marathwada,Latur,Udgir,Arasnal
L4614,F2950,Cotton,RCH-2 Bt,19.99,8850.22,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-12-28,2026-04-09,Marathwada,Nanded,Mukhed,Jamb Bk.
L4615,F2951,Cotton,RCH-2 Bt,10.72,9054.89,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-11-22,2026-07-16,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Phulambri,Fulambri
L4616,F2952,Cotton,DCH-32,6.93,9440.91,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-12-21,2026-08-10,Marathwada,Nanded,Loha,Malakoli
L4617,F2952,Cotton,Ajeet-155 Bt,2.27,8912.33,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-11-04,2026-07-06,Marathwada,Nanded,Loha,Malakoli
L4618,F2952,Cotton,RCH-2 Bt,7.37,8365.01,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-11-19,2026-07-22,Marathwada,Nanded,Loha,Malakoli
L4619,F2952,Soybean,JS 20-29,3.99,6302.75,"Healthy Soybean yield this season, sorted and free of visible damage.",2024-11-25,2026-05-16,Marathwada,Nanded,Loha,Malakoli
L4620,F2953,Maize,Ganga Safed-2,14.49,2392.06,"Quality Maize lot from this season, well-dried and properly sorted.",2024-12-24,2026-05-06,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Khuldabad,Verul
L4621,F2953,Maize,Pratap Hybrid-1,18.3,2066.29,"Healthy Maize yield this season, sorted and free of visible damage.",2024-12-29,2026-06-03,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Khuldabad,Verul
L4622,F2954,Soybean,JS 9560,3.94,6572.84,"Well-graded Soybean, stored in dry conditions, ready for immediate sale.",2024-12-31,2026-08-13,Marathwada,Parbhani,Purna,Tadkalas
L4623,F2954,Sugarcane,Phule 265,74.27,421.78,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2025-12-13,2026-05-02,Marathwada,Parbhani,Purna,Tadkalas
L4624,F2954,Soybean,MAUS 71,5.45,6260.33,"Freshly harvested Soybean, good grade, cleaned and ready for pickup.",2025-10-21,2026-06-14,Marathwada,Parbhani,Purna,Tadkalas
L4625,F2955,Chickoo,Kalipatti,3.55,3402.55,"Freshly harvested Chickoo, good grade, cleaned and ready for pickup.",2026-08-22,2026-08-24,Konkan,Palghar,Vasai,Agashi
L4626,F2955,Tur,BSMR-736,11.45,6027.66,"Healthy Tur yield this season, sorted and free of visible damage.",2024-10-31,2026-06-28,Konkan,Palghar,Vasai,Agashi
L4627,F2956,Cotton,Bt Cotton (Bollgard II hybrid),19.12,8843.7,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-10-15,2026-05-28,Marathwada,Beed,Parli,Rural)
L4628,F2957,Tur,BSMR-736,15.74,7020.24,"Tur harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-11-07,2026-06-14,Marathwada,Latur,Udgir,Arasnal
L4629,F2958,Cotton,DCH-32,16.81,8460.06,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-11-10,2026-07-21,Marathwada,Beed,Georai,Pimpla
L4630,F2959,Rice,Indrayani,11.57,5187.94,"Rice harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-12-25,2026-06-08,Konkan,Palghar,Dahanu,Dapchari
L4631,F2960,Cotton,RCH-2 Bt,12.83,8748.18,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-12-08,2026-06-20,Marathwada,Nanded,Kinwat,Mandvi
L4632,F2960,Sugarcane,Co 740,54.05,338.01,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2024-12-27,2026-05-24,Marathwada,Nanded,Kinwat,Mandvi
L4633,F2961,Cotton,RCH-2 Bt,18.72,8681.56,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-12-16,2026-06-28,Marathwada,Jalna,Bhokardan,Walsawangi
L4634,F2962,Cotton,Suraj Bt,1.47,8759.45,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-11-12,2026-06-13,Marathwada,Nanded,Biloli,Lohgaon
L4635,F2962,Soybean,JS 335,7.96,5909.91,"Soybean harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-12-28,2026-04-25,Marathwada,Nanded,Biloli,Lohgaon
L4636,F2963,Soybean,JS 20-29,7.36,4953.91,"Quality Soybean lot from this season, well-dried and properly sorted.",2024-11-28,2026-03-27,Marathwada,Dharashiv (Osmanabad),Kalamb,Diksal
L4637,F2963,Tur,ICPL-87,15.54,6577.71,"Freshly harvested Tur, good grade, cleaned and ready for pickup.",2025-12-07,2026-05-23,Marathwada,Dharashiv (Osmanabad),Kalamb,Diksal
L4638,F2963,Soybean,JS 335,12.86,5932.78,"Quality Soybean lot from this season, well-dried and properly sorted.",2024-10-15,2026-07-29,Marathwada,Dharashiv (Osmanabad),Kalamb,Diksal
L4639,F2964,Gram,JAKI-9218,13.98,5115.42,"Gram harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-03-28,2026-08-01,Marathwada,Latur,Nilanga,Aurad
L4640,F2964,Soybean,JS 9560,3.87,5124.62,"Freshly harvested Soybean, good grade, cleaned and ready for pickup.",2025-11-27,2026-05-07,Marathwada,Latur,Nilanga,Aurad
L4641,F2964,Soybean,JS 20-29,2.8,7076.0,"Healthy Soybean yield this season, sorted and free of visible damage.",2024-11-04,2026-06-12,Marathwada,Latur,Nilanga,Aurad
L4642,F2965,Soybean,JS 335,4.19,6457.24,"Healthy Soybean yield this season, sorted and free of visible damage.",2024-12-18,2026-08-14,Marathwada,Hingoli,Sengaon,Pankanhergaon
L4643,F2966,Rice,Kolam,14.29,4799.33,"Well-graded Rice, stored in dry conditions, ready for immediate sale.",2024-10-18,2026-07-13,Konkan,Sindhudurg,Vengurla,Karli
L4644,F2966,Rice,Karjat-3,3.64,4781.93,"Freshly harvested Rice, good grade, cleaned and ready for pickup.",2024-10-02,2026-01-08,Konkan,Sindhudurg,Vengurla,Karli
L4645,F2966,Rice,Karjat-3,21.44,4050.17,"Healthy Rice yield this season, sorted and free of visible damage.",2024-11-12,2026-03-15,Konkan,Sindhudurg,Vengurla,Karli
